Description,GroundTruth,Ratings,Review Date,Review Title,Site
"I am visiting very often the city of Larissa and it was the first time that I visited this place… and certainly it will be not the last one! We went early the evening, just for a beer (we had  a dinner organized for later...More",positive,5,4-Jun-19,Pleasant surprise!,
A very special place where you can have a drink and you can eat if you want. It's very small but that is also a part of its character. It has a lot of cocktails to choose. I really liked the risotto with mushrooms and...More,positive,4,23-Feb-18,A special place!,
A cosy place to have a drink or eat. Offers a great variety of wines and satisfactory food as well. Very central.,positive,4,20-Jul-17,Fun night out,
A Hidden treasure in Larissa. A small but great place to eat or just have a drink. Fajitas were made close to original and superb taste. Did not expect that. The chicken was amazing!!!!!! Must order!!! We ordered a bottle of wine and they served...More,positive,5,21-Jun-17,Bar/ Restaurant ,
One of the best places in Larissa to eat. Very good environment. Excellent music selection. Day menu suggestions is what you should try. Good finger food and cocktails.,positive,4,3-Jun-17,Dinner,
We went with mixed feelings into that restaurant. From the outside it didn't looked anything special. But what a surprise! The food was just excellent. Not your average tastes. And the service very professional. With the wine they brought some very tasty cheeses and the...More,positive,5,1-Jun-17,What a pleasant surprise,
"The food was delicious, the cheese cooked and topped up with lemon marmalade, the ravioli cooked in sage and the meat dishes",positive,5,29-Mar-17,Mouth watering food in a warm ambiance,
Good atmosphere and excellent tasty dishes. Superb service and friendly staff. We will definitely return. Thank you Dinos.,positive,5,26-Feb-17,Best in town,
"The Restaurant have a Good Design, Food was Okay, 
Wine was super and Service is Good.
Its a nice Athmosphäre...",positive,4,22-Nov-16,Nice ,
If you like cocktails it is the good place. Food is also good. Perfect for a good moment between friends,positive,5,8-Nov-16,Good place for cocktails,
"This place has style, it's cozy, the staff is great and the cooks are really good. The dishes are simple, but the flavours are fine. Look out for the dishes of the day, sometimes offering a limited-dish delicacy that is not often found in restaurants.",positive,4,19-Oct-16,Really nice cosy restaurant,
"Nice decorated place, with beautiful people hanging around. A place with a touch of the past, with the spirit of Bukowski himself, with the lights dimmed in the perfect level.",positive,5,7-Oct-16,"A bottle of wine, friends and the barman.",
A nice place to have dinner and drink some beers. The menu have different choices than regular taverns in Greece. The service is a quite good,negative,3,25-Aug-16,Nice place to spend your time,
All kind of dishes that we have tried in this eatery were really tasty! The amount of food in the dishes is big and the prices reasonable. In the winter sometimes it is not easy to find a table as it is small. But as...More,positive,5,16-Aug-16,Awesome Food and drinks!,
"Located in the heart of the city, it is a great place for lunch, dinner or just a few drinks. Great food, variety of wines and beers, nice environment, great music, good service.",positive,5,2-Jun-16,small and cozy,
"Best food during my trip through Greece.
Nice location and good service.
Good feeling atmosphere 
See u back",positive,5,17-May-16,Best food in town,
"Nice food, great variety of beers and wine, very good music and atmosphere. But because of its advantages, you must be very lucky to find a place to sit. Too small for its goods.",positive,4,29-Mar-16,Small but nice,
It was a very good launch. Steak black Angus salmon tortellini. Everything was perfect. I will be there again for sure,positive,5,6-Mar-16,Excellent,
"A small but very nice bar-restaurant that you can enjoy either good food or drinks or combination. In the center of the city, very convinient.",positive,4,12-Feb-16,A place with character and good food,
great place to eat and have a couple of beers or better you can choose a cocktail!the staff is great and very kind!,positive,5,28-Jan-16,fantastic!,
"It is a nice and cosy bar restaurant in the center of city,that gives you a lot of choices,drinking and eating also.
we visited Bukowski a couple of times and half of the dishes was very nice and the other not to good!
so I...More",negative,3,12-Sep-15,Nice bar restaurant but half of the dishes was good enough!,
"Wonderful! We were really surprised to find such a place in a small Larisa. 
Excellent food, huge portions and quite cheap. 
Friendly stuff and nice silent street. 
Highly recommended!",positive,5,4-Sep-15,Excellent place!,
"Delicious and unconventional cocktails !
Great food ! Small but cozy ! One of the best in town ! Worth to visit !",positive,5,3-Sep-15,"""A great place for locals and travellers""",
"great food, local products and procurement, excellent bar set up. Nice cosy feeling inside and relaxed outside tables on the pedestrian. would recomend to anyone",positive,5,18-Aug-15,cosy and different,
"I am from San Diego California and to find Bukowski in Larisa Greece was some amazing luck! From the young Greek guy at the bar I found out, that Bukowski was a writer in US! Got on Google search and sure enough Henry Charles Bukowski...More",positive,5,30-Jun-15,Home far away from home!,
"One of the best places i visited in Larisa! A small and familial place not only for food but for drink too! A variety of draft beers and virgin cocktails are also available! Once, i have drunk something like a homemade lemonade! it was very...More",positive,5,6-May-15,A typical pub in Larisa!,
"Loved the food, the wine everything. The staff was very friendly and service was great. Definitely recommended.",positive,4,28-Apr-15,Great place to eat,
"Fantastic bar and tapas stop. Great place to meet with friends and share some food drinks. 

Restaurant serves full meals, but my group of four had only tapas and drinks. I'm an American visiting some Greek friends. They selected a combination of local favorites for...More",positive,4,12-Dec-14,Tapas are GREAT. Service is great too.,
"We just saw the place and we entered, the name was very provocative. One of the best choices in Larisa, the decoration is very unique, an experienced eye can tell that. Small and warm place, few tables inside, open kitchen, everything is transparent as it...More",positive,4,29-Aug-14,A descent eatery with a character,
"Went there with a friend from Larisa who had never gone there himself and thought we should check it out. The meals were tasty and very satisfying, the drinks were nice as well and the prices reasonable. The atmosphere of the shop was cozy and...More",positive,4,23-May-14,A nice place to spend the night.,
